job_title,location,industry,employment_type,tone,salary_min,salary_max,currency,keywords,benefits,summary,created_at,status,uuid
AI Trainer,"Dublin, Ireland",Artificial Intelligence,Full-time,corporate,100519,170111,EUR,"ai, training, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Trainer in Dublin, Ireland with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,836efb58-62d7-4efd-b7ce-ae584aab90e9
Carbon Emissions Analyst,"Dublin, Ireland",Environmental Services,Full-time,corporate,73499,124383,EUR,"sustainability, environment, analytics","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Carbon Emissions Analyst in Dublin, Ireland with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,350a3fa7-1ed5-48af-a1da-8bf7717b9ff0
Climate Change Analyst,"Dublin, Ireland",Environmental Services,Full-time,corporate,75312,127450,EUR,"environment, climate, analytics","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Climate Change Analyst in Dublin, Ireland with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,ea695dc6-b0dd-42d7-9c3d-bd0639ef8581
Cloud Architect,"Dublin, Ireland",Information Technology,Full-time,corporate,96161,162736,EUR,"cloud, architecture, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Architect in Dublin, Ireland with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,5dac730d-3c89-4c2c-84a6-80a8ee315fb2
Cloud Security Specialist,"Dublin, Ireland",Cybersecurity,Full-time,corporate,103208,174662,EUR,"security, cloud, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Security Specialist in Dublin, Ireland with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,eb8e0d5f-1e28-4a6c-bd33-96efe036c16e
Compliance Officer,"Dublin, Ireland",Legal & Compliance,Full-time,corporate,88016,148951,EUR,"compliance, legal, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Compliance Officer in Dublin, Ireland with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,dc3a4ba8-fbfc-48a2-b16b-68066a57cf38
Corporate Social Responsibility Manager,"Dublin, Ireland",Corporate Social Responsibility,Full-time,corporate,90664,153432,EUR,"csr, sustainability, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Corporate Social Responsibility Manager in Dublin, Ireland with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,c069cfd2-7216-4c77-88d4-3ba13a0d65f5
Customer Experience Designer,"Dublin, Ireland",Customer Experience,Full-time,corporate,81783,138401,EUR,"customer, design, experience","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Customer Experience Designer in Dublin, Ireland with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,8892c580-71fb-4a15-ad00-271e87e162c4
Cybersecurity Analyst,"Dublin, Ireland",Cybersecurity,Full-time,corporate,90659,153426,EUR,"security, cybersecurity, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cybersecurity Analyst in Dublin, Ireland with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,2edd1b05-15aa-415d-9586-4a68da9c907c
Data Governance Specialist,"Dublin, Ireland",Data Management,Full-time,corporate,93528,158278,EUR,"data, governance, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Data Governance Specialist in Dublin, Ireland with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,756ce83b-eff8-472c-af76-5a51537f4da6
Data Privacy Officer,"Dublin, Ireland",Data Management,Full-time,corporate,102056,172711,EUR,"data, privacy, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Privacy Officer in Dublin, Ireland with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,9c1b0c33-7e8a-4729-a5e0-f2a9ebb7a0e2
Digital Content Manager,"Dublin, Ireland",Marketing,Full-time,corporate,67881,114874,EUR,"content, digital, marketing","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Content Manager in Dublin, Ireland with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,42af4d20-2011-4351-988f-5337bc8f6e18
Digital Transformation Consultant,"Dublin, Ireland",Digital Consulting,Full-time,corporate,89676,151761,EUR,"digital, consulting, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Transformation Consultant in Dublin, Ireland with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,67581a73-3bd3-4f97-b0e3-2a3940166bed
Diversity and Inclusion Specialist,"Dublin, Ireland",Human Resources,Full-time,corporate,81232,137469,EUR,"hr, diversity, inclusion","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Diversity and Inclusion Specialist in Dublin, Ireland with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,e9ccbb55-3bd0-47f8-8765-af0f2b92f412
E-commerce Specialist,"Dublin, Ireland",E-commerce,Full-time,corporate,74308,125752,EUR,"ecommerce, digital, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced E-commerce Specialist in Dublin, Ireland with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,a051acff-1730-42a2-845a-2a4f2f42036b
AI Governance Specialist,"Eindhoven, Netherlands",Artificial Intelligence,Full-time,corporate,122553,210092,EUR,"ai, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Governance Specialist in Eindhoven, Netherlands with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,0df93863-88bb-4e4e-8301-0df64701ec19
AI Product Manager,"Eindhoven, Netherlands",Artificial Intelligence,Full-time,corporate,126499,216855,EUR,"ai, product, management","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Product Manager in Eindhoven, Netherlands with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,02cab644-12cd-4c0d-8d4b-f8e5f6a96386
AI Trainer,"Eindhoven, Netherlands",Artificial Intelligence,Full-time,corporate,101786,174491,EUR,"ai, training, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Trainer in Eindhoven, Netherlands with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,be1ae474-d419-4549-8caf-81e4d390f9cd
Carbon Emissions Analyst,"Eindhoven, Netherlands",Environmental Services,Full-time,corporate,75610,129618,EUR,"sustainability, environment, analytics","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Carbon Emissions Analyst in Eindhoven, Netherlands with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,ca987793-a76a-4dcf-b373-40e23a5ebf51
Climate Change Analyst,"Eindhoven, Netherlands",Environmental Services,Full-time,corporate,81874,140356,EUR,"environment, climate, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Climate Change Analyst in Eindhoven, Netherlands with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,1d78310f-12ac-434c-b8f9-bc302ce84e1a
Cloud Architect,"Eindhoven, Netherlands",Information Technology,Full-time,corporate,109298,187369,EUR,"cloud, architecture, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cloud Architect in Eindhoven, Netherlands with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,9287e347-54ac-42bc-809f-5c193b78912b
Cloud Security Specialist,"Eindhoven, Netherlands",Cybersecurity,Full-time,corporate,98628,169077,EUR,"security, cloud, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Security Specialist in Eindhoven, Netherlands with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,59af26dc-a04f-44bf-b013-01244739d5b5
Compliance Officer,"Eindhoven, Netherlands",Legal & Compliance,Full-time,corporate,99096,169879,EUR,"compliance, legal, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Compliance Officer in Eindhoven, Netherlands with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,58a7fc9f-38c7-42a9-a519-5bab1910d5a4
Corporate Social Responsibility Manager,"Eindhoven, Netherlands",Corporate Social Responsibility,Full-time,corporate,106484,182544,EUR,"csr, sustainability, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Corporate Social Responsibility Manager in Eindhoven, Netherlands with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,cc46c068-fe48-4718-a014-eb61e1a91058
Customer Experience Designer,"Eindhoven, Netherlands",Customer Experience,Full-time,corporate,83073,142411,EUR,"customer, design, experience","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Customer Experience Designer in Eindhoven, Netherlands with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,2ff4dc37-a31a-493b-9f78-64c566a502c3
Cybersecurity Analyst,"Eindhoven, Netherlands",Cybersecurity,Full-time,corporate,118110,202475,EUR,"security, cybersecurity, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cybersecurity Analyst in Eindhoven, Netherlands with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,ab7944d2-f674-4b8c-96bd-ef1de6fecd11
